original_image_name,orig_dataset,node21_img_id
216840111366964013575787468332013015183915121_02-009-110,padchest,c2695
278971503784202085311776273825056031921_gf2qe4,padchest,c2696
3763_IM-1883-1001,openi,c2697
73383303210797927699264641000636234297_cxrrl6,padchest,c2698
00001727_000,chestxray14,c2699
00000675_000,chestxray14,c2700
1323_IM-0209-1001,openi,c2701
00000788_000,chestxray14,c2702
13787810119064216598919544169983510768_7u7pmy,padchest,c2703
8379891775262073737143065432682085846_dnblr1,padchest,c2704
1517_IM-0335-1001,openi,c2705
2432_IM-0974-1001,openi,c2706
00001494_000,chestxray14,c2707
2566_IM-1068-1001,openi,c2708
314277032586409115721922718327642931728_vi0hn8,padchest,c2709
00001678_002,chestxray14,c2710
1805_IM-0523-1001,openi,c2711
1153_IM-0104-1001,openi,c2712
00001414_000,chestxray14,c2713
00001642_000,chestxray14,c2714
00001479_000,chestxray14,c2715
292137634959349047094058335989242521783_4vncf3,padchest,c2716
328081476874611212074831442566118958503_j1z17u,padchest,c2717
00001675_000,chestxray14,c2718
912_IM-2417-1001,openi,c2719
00000840_000,chestxray14,c2720
216840111366964013534861372972012333120444981_01-156-162,padchest,c2721
270549274818389656965450814224378659286_fw4e0y,padchest,c2722
00001519_000,chestxray14,c2723
71865246281174473228459192797675573040_knhb95,padchest,c2725
00001851_000,chestxray14,c2726
00001625_000,chestxray14,c2727
00000835_000,chestxray14,c2728
201539481963405860845614723870124315839_-70gvz,padchest,c2729
00000169_000,chestxray14,c2730
65014572516917985021747473052778727821_82rx0m,padchest,c2731
JPCNN083,jsrt,c2732
2457_IM-0989-1001,openi,c2733
268867597232966332250426209746047226232_gnpkbl,padchest,c2734
00001579_000,chestxray14,c2735
1790_IM-0515-1001,openi,c2736
3587_IM-1765-1001,openi,c2737
1852_IM-0554-1001,openi,c2738
300035341367133809492531574730989864144_6aidid,padchest,c2739
00000632_000,chestxray14,c2741
00000137_000,chestxray14,c2742
81622111119777085507814835175591331870_s7uobv,padchest,c2743
228232119408525787268955807368435260127_u03d28,padchest,c2744
216840111366964012283393834152009027085206961_00-012-171,padchest,c2745
3051_IM-1420-1001,openi,c2746
216840111366964012922382741642011011121923400_00-123-066,padchest,c2747
242859206397778851620450395328135997050_alsym8,padchest,c2748
00000450_007,chestxray14,c2749
00000292_000,chestxray14,c2750
2358_IM-0922-0001-0002,openi,c2751
3167_IM-1491-1001,openi,c2752
263367134179315701240327529351804426772_mxh8xb,padchest,c2753
216840111366964013663026955732013133134207236_02-044-148,padchest,c2754
276693760010710601899665388603258563155_uszx09,padchest,c2755
00000814_000,chestxray14,c2756
JPCNN048,jsrt,c2757
1090_IM-0062-1001,openi,c2758
00000397_000,chestxray14,c2759
3119_IM-1466-1001,openi,c2760
216840111366964013076187734852011279215350813_01-001-045,padchest,c2761
JPCNN086,jsrt,c2762
00001033_000,chestxray14,c2763
00001931_000,chestxray14,c2764
1636_IM-0415-1001,openi,c2765
307_IM-1432-1001,openi,c2766
1831_IM-0538-2001,openi,c2767
3629_IM-1797-1001,openi,c2769
1109_IM-0076-1001,openi,c2770
00001277_001,chestxray14,c2771
1603_IM-0391-1001,openi,c2772
336_IM-1613-1001,openi,c2773
3722_IM-1859-1001,openi,c2774
3548_IM-1739-1001,openi,c2775
3861_IM-1955-1001,openi,c2776
00001393_000,chestxray14,c2777
00000206_000,chestxray14,c2778
204118192055312985848415939795329794005_iiarkv,padchest,c2779
35274145926432008033574789759304505287_6d2p7n,padchest,c2780
JPCNN093,jsrt,c2781
245828201677482835494295207748190681867_896vpu,padchest,c2782
216840111366964012819207061112010272125556368_03-185-028,padchest,c2783
67944934407137236792680486876686322429_e1g6mz,padchest,c2784
248870811603272983890007630923708563287_dh32vf,padchest,c2785
3112_IM-1461-1001,openi,c2786
00001464_001,chestxray14,c2787
00000779_001,chestxray14,c2788
3734_IM-1866-1001,openi,c2789
00000259_000,chestxray14,c2790
216840111366964012131105513272008172135418272_00-041-128,padchest,c2791
244784381159195664852440893262871485929_h61q78,padchest,c2792
00000366_000,chestxray14,c2793
314103456260666239207267276778084540341_mvvhrk,padchest,c2794
3144_IM-1478-1001,openi,c2795
53450822726033006624034338796047947550_n6osgu,padchest,c2796
00001043_000,chestxray14,c2797
216840111366964012487858717522009267183417204_00-017-190,padchest,c2798
00000543_000,chestxray14,c2799
2694_IM-1165-1001,openi,c2800
00000636_000,chestxray14,c2801
216840111366964012283393834152009023084408953_00-007-181,padchest,c2802
1854_IM-0555-1001,openi,c2803
216840111366964013829543166512013330091748600_02-112-193,padchest,c2804
222490930755565931115141036835354503848_uc2tin,padchest,c2805
308902969449739369608042949899773649278_7m9r8w,padchest,c2806
19615402672392855712516585976939653885_a1rebj,padchest,c2807
00001691_000,chestxray14,c2808
00001685_002,chestxray14,c2809
2212_IM-0819-1001,openi,c2810
00000910_000,chestxray14,c2811
00000979_002,chestxray14,c2812
00000231_005,chestxray14,c2813
292452445499072378367248504246564251126_i1plbq,padchest,c2814
284868740397841161474058789208265606229_70odi8,padchest,c2815
JPCNN062,jsrt,c2816
216840111366964012558082906712010005191416646_02-125-040,padchest,c2817
1024_IM-0019-1001,openi,c2818
00000376_001,chestxray14,c2819
00001060_000,chestxray14,c2820
00001555_004,chestxray14,c2821
295444679691191813173690731885866445710_w5mtwt,padchest,c2822
196411936320501715277454482585874824183_y5tq5e,padchest,c2824
JPCNN024,jsrt,c2825
328_IM-1560-1001,openi,c2826
3894_IM-1976-1001,openi,c2827
00001565_000,chestxray14,c2828
00001224_000,chestxray14,c2829
3136_IM-1475-1001,openi,c2830
1162_IM-0108-1001,openi,c2831
216840111366964014008416513202014170101921246_01-194-186,padchest,c2832
00001103_002,chestxray14,c2833
216840111366964013307756408102012082100205478_01-088-158,padchest,c2834
00001939_000,chestxray14,c2835
7372939930715738978192478186895871898_zyceww,padchest,c2836
00001674_000,chestxray14,c2837
216840111366964012989926673512011130131222576_00-147-183,padchest,c2838
216840111366964012373310883942009170110852256_00-096-165,padchest,c2839
3002_IM-1388-1001,openi,c2840
00001648_000,chestxray14,c2841
3606_IM-1781-1001,openi,c2842
00001941_003,chestxray14,c2843
00000031_000,chestxray14,c2844
00000127_000,chestxray14,c2845
74815727493104157156940997460355763671_lgzagx,padchest,c2846
300765837088870057523971311706854661569_55ii9c,padchest,c2847
00001817_000,chestxray14,c2848
1536_IM-0347-0001-0001,openi,c2849
201470651904171306525274289751993395653_qsztse,padchest,c2850
00001165_000,chestxray14,c2851
00000386_000,chestxray14,c2852
34306381952798119092589916387962517706_471vsm,padchest,c2853
3477_IM-1690-3001,openi,c2854
216840111366964013451228379692012293124120186_01-121-030,padchest,c2856
544_IM-2148-1001,openi,c2857
2655_IM-1137-1001,openi,c2858
3553_IM-1741-1001,openi,c2859
00000285_000,chestxray14,c2860
2668_IM-1147-3001,openi,c2862
00001704_000,chestxray14,c2863
211892344483162433574776737404117642273_3c3ixd,padchest,c2864
1732_IM-0482-1001,openi,c2865
231420565037742805979257013771990450123_n5sofy,padchest,c2866
JPCNN015,jsrt,c2867
00000324_002,chestxray14,c2868
00000846_000,chestxray14,c2869
JPCNN050,jsrt,c2870
2067_IM-0701-1001,openi,c2871
886_IM-2400-1001,openi,c2872
00000229_000,chestxray14,c2873
198612138961296809707770166942582074443_dxt22y,padchest,c2874
20195404170656570359838833256668251297_rp8mty,padchest,c2875
622_IM-2204-1001,openi,c2876
17372263209026069115046667532330351421_44uwq9,padchest,c2877
00001472_001,chestxray14,c2878
00000419_000,chestxray14,c2879
00001592_000,chestxray14,c2880
3745_IM-1872-1001,openi,c2881
3_IM-1384-1001,openi,c2882
249305634014597037961245069666725851164_2_fseret,padchest,c2883
263180414674959223592372898285207450339_vouvhk,padchest,c2884
3939_IM-2010-1001,openi,c2885
795_IM-2331-1001,openi,c2886
218306178258257935496896463732453665399_u2mfb3,padchest,c2887
1192_IM-0129-1001,openi,c2888
323262573921949144552726997218896400768_4t14pv,padchest,c2889
85110919791808276726382755848299222787_sx4w93,padchest,c2890
00001309_000,chestxray14,c2891
219171858217841455644298943524941763047_zqu9j3,padchest,c2892
00001098_000,chestxray14,c2893
582_IM-2179-1001,openi,c2894
2842_IM-1254-1001,openi,c2895
216840111366964013307756408102012074123024078_01-092-109,padchest,c2896
245310241883568405627557968185292709302_2tttdg,padchest,c2897
00001715_001,chestxray14,c2898
00001013_000,chestxray14,c2899
JPCNN009,jsrt,c2900
2744_IM-1197-1001,openi,c2901
00001272_000,chestxray14,c2903
216840111366964012487858717522009247124017200_00-023-159,padchest,c2904
3452_IM-1675-1001,openi,c2905
00000458_000,chestxray14,c2906
92833677943429233182410942537863264063_y344dp,padchest,c2907
00001402_000,chestxray14,c2908
JPCNN030,jsrt,c2909
14096134166609969651057165080556005947_tycfyg,padchest,c2910
2871_IM-1277-1001,openi,c2911
3206_IM-1513-1001,openi,c2912
2300_IM-0881-1001,openi,c2913
2953_IM-1351-1001,openi,c2914
308448642549135521442828755137263222377_w15s4i,padchest,c2915
00000484_000,chestxray14,c2916
2915_IM-1317-3001,openi,c2917
61486581610873243219383679002598607745_xju9no,padchest,c2918
00000830_005,chestxray14,c2919
263762323839676790156408487857755266634_vu4jr0,padchest,c2920
1794_IM-0515-1001,openi,c2921
00001300_000,chestxray14,c2922
82967394790137034259372075168294722975_ke218p,padchest,c2924
329843328906863293866151024176750684877_xkdmwt,padchest,c2925
00000439_000,chestxray14,c2926
269497197353494005352727967117389564670_y209x3,padchest,c2927
00000390_000,chestxray14,c2928
91638158802257574674520870468037574947_323nh6,padchest,c2929
00000347_000,chestxray14,c2930
00001112_000,chestxray14,c2931
2862_IM-1270-1001,openi,c2932
00000548_000,chestxray14,c2933
2353_IM-0918-1001,openi,c2934
315475688645643515896631297232120116171_tg7r4n,padchest,c2935
00000175_000,chestxray14,c2936
00000494_001,chestxray14,c2937
00000985_000,chestxray14,c2938
2491_IM-1017-1001,openi,c2939
00001797_001,chestxray14,c2940
63168603531688341250739004525870738863_j962j5,padchest,c2941
2672_IM-1148-1001,openi,c2942
1684_IM-0449-1001,openi,c2943
2176_IM-0789-1001,openi,c2944
3212_IM-1517-1001,openi,c2946
1425_IM-0272-1001,openi,c2947
75078999225025048286726158739709244898_clh5ow,padchest,c2948
20323197162097917730306743893122245067_qf2q9n,padchest,c2949
00000582_000,chestxray14,c2950
00001251_001,chestxray14,c2951
309455298168005551119304633153542383787_vx07ky,padchest,c2952
00000662_003,chestxray14,c2953
64888177335045171241515550963962457089_34j6k1,padchest,c2954
1701_IM-0462-1001,openi,c2955
87295593104315907895303866852516883015_1q2e5i,padchest,c2956
216840111366964013534861372972012345133504028_01-133-048,padchest,c2957
00000965_000,chestxray14,c2958
00000158_000,chestxray14,c2959
216840111366964012734950068292010161092310814_04-010-137,padchest,c2960
731_IM-2291-1001,openi,c2961
00000059_000,chestxray14,c2962
00001169_001,chestxray14,c2963
289074773604395101347703909980568428971_koq1bq,padchest,c2964
1238_IM-0160-2002,openi,c2965
54030802121967252412123558794001234564_nldqwe,padchest,c2966
416_IM-2059-1001,openi,c2967
00001758_000,chestxray14,c2968
12130328430935630448520149687013276863_99k39n,padchest,c2969
JPCNN091,jsrt,c2970
234_IM-0906-0001-0001,openi,c2971
320488185630592314432960726529780987769_wvsfs7,padchest,c2972
00001596_000,chestxray14,c2973
216840111366964013663026955732013126123855384_02-036-009,padchest,c2974
202205484311378279116668936292765915152_h9npe1,padchest,c2975
50174799994404976103988461002366835626_etp81e,padchest,c2976
255965736189487916826900511531968917403_8ovauy,padchest,c2977
216840111366964012819207061112010270104330349_03-124-160,padchest,c2978
216840111366964012989926673512011089160635330_00-183-023,padchest,c2979
315148409208444087627193605029110595436_5dpeop,padchest,c2980
00000438_000,chestxray14,c2981
00000029_000,chestxray14,c2982
00001107_000,chestxray14,c2984
216840111366964013217898866992012009102816858_01-041-138,padchest,c2985
302382915218373270811443870467474565878_gkh95t,padchest,c2986
200824255055612617377452820210200561516-2_hawq5p,padchest,c2988
330657416961603932280429915924322632486_umk9rt,padchest,c2989
00001145_004,chestxray14,c2991
295623195288146923080600189127111662888_sgklqg,padchest,c2992
00001468_000,chestxray14,c2993
237043192300650080085681155017259153092_gpnfap,padchest,c2994
00001127_000,chestxray14,c2995
3145_IM-1479-1001,openi,c2996
319750193216879761537585377422638859654_tq1iik,padchest,c2997
2893_IM-1295-1001,openi,c2998
35307008341720996370499922154207209794_7n72ew,padchest,c2999
00000394_000,chestxray14,c3000
6889524652925824279285800945612447743_c4znhr,padchest,c3001
216840111366964013297909654432012058114351804_01-093-131,padchest,c3002
1994_IM-0651-1001,openi,c3003
272_IM-1182-1001,openi,c3004
316808028365561931793158511235924256690_01sv6w,padchest,c3005
3010_IM-1389-1001,openi,c3006
00000317_000,chestxray14,c3007
00000995_000,chestxray14,c3008
JPCNN056,jsrt,c3010
86_IM-2380-3001,openi,c3011
291366571583131755848449851925170824781_ce0bx6,padchest,c3013
6115726762898922223521122293415074356_x7usgy,padchest,c3014
1450_IM-0291-1001,openi,c3015
00000714_000,chestxray14,c3016
269927542236538263380951565603935360313_2ezbpm,padchest,c3017
216840111366964012283393834152009013100322670_00-016-179,padchest,c3018
66042193090544427200121470967442881498_qjmk3p,padchest,c3019
3254_IM-1543-1001,openi,c3020
216840111366964012734950068292010146194509312_03-149-138,padchest,c3022
216840111366964013962490064942014140121731361_01-173-136,padchest,c3023
1954_IM-0622-1001,openi,c3025
JPCNN035,jsrt,c3026
00000899_000,chestxray14,c3027
JPCNN054,jsrt,c3028
216840111366964013686042548532013273080434134_02-019-192,padchest,c3029
221213531659164738799729345534590745762_6ob6n9,padchest,c3030
00001157_000,chestxray14,c3031
239027903366999274333251661962927457884_0f0trw,padchest,c3032
216840111366964014008416513202014188140245693_01-162-089,padchest,c3033
3325_IM-1591-1001,openi,c3034
00000936_000,chestxray14,c3035
00001265_000,chestxray14,c3036
00000624_004,chestxray14,c3037
285419578029842289822116788027223042500_bucoic,padchest,c3038
73345147477698556822032391045475472903_rn2v1i,padchest,c3039
307016032421886884426521024568938420187_4jwaa5,padchest,c3040
00001681_000,chestxray14,c3041
284934931871979222802915219681388756288_p157oe,padchest,c3042
00000433_000,chestxray14,c3043
00000042_005,chestxray14,c3044
3157_IM-1487-1001,openi,c3045
99243677474472673200337495287670817640_y2mcmm,padchest,c3046
00001008_000,chestxray14,c3047
47490911653112297788793789202874533506_c04u1g,padchest,c3048
271367921955759354279494346227682970017_94kfbf,padchest,c3050
2734_IM-1189-1001,openi,c3051
329957456863744425754563943277688080959_ros200,padchest,c3052
1540_IM-0351-1001,openi,c3053
JPCNN034,jsrt,c3054
2110_IM-0741-1001,openi,c3055
00000821_000,chestxray14,c3056
3922_IM-1996-0001-0002,openi,c3057
1_IM-0001-4001,openi,c3058
00001275_000,chestxray14,c3059
00001420_000,chestxray14,c3061
00000389_000,chestxray14,c3062
00001725_000,chestxray14,c3064
JPCNN016,jsrt,c3065
3792_IM-1906-1001,openi,c3066
216840111366964012819207061112010281112800213_03-184-195,padchest,c3067
216840111366964012768025509942010172082723803_04-013-086,padchest,c3068
216840111366964012904401302362010336140732785_03-196-041,padchest,c3069
216840111366964012819207061112010322100005916_04-018-198,padchest,c3070
2845_IM-1254-1001,openi,c3071
234801821526529379179931963368668691554_hgnvw3,padchest,c3072
00000994_000,chestxray14,c3073
2754_IM-1204-2002,openi,c3074
00001192_001,chestxray14,c3075
00000113_000,chestxray14,c3076
740441664249770570851508665700093204_2_b0a0r8,padchest,c3077
3738_IM-1867-1001,openi,c3078
203640442305705958721763454179773333461_cmhc9d,padchest,c3079
00000342_000,chestxray14,c3080
JPCNN045,jsrt,c3081
3787_IM-1900-1001,openi,c3082
279847092233917214278274089162961748095_xk34qx,padchest,c3083
320129479633978199641056210515041318058_mqckj3,padchest,c3084
29026330539000143959621587776860977195_b0656e,padchest,c3085
3978_IM-2037-0001-0001,openi,c3086
00001368_000,chestxray14,c3087
285803761802289118331436831370557804374_8er8za,padchest,c3088
815_IM-2346-1001,openi,c3089
285718948461793373518199219451267256133_joczv7,padchest,c3090
3473_IM-1688-2002,openi,c3091
1488_IM-0315-1001,openi,c3092
00000355_000,chestxray14,c3093
49031120128502913776108011441053379453_3qyvw8,padchest,c3094
2388_IM-0944-1001,openi,c3095
1395_IM-0251-1001,openi,c3096
216840111366964012819207061112010320114449792_04-013-051,padchest,c3097
325156427160340126590754966011409545268_sxo4be,padchest,c3098
00001178_000,chestxray14,c3099
00000833_000,chestxray14,c3100
00001003_000,chestxray14,c3102
216840111366964013534861372972012327083546289_01-154-179,padchest,c3103
00001699_000,chestxray14,c3104
00001067_000,chestxray14,c3105
00000625_001,chestxray14,c3106
3071_IM-1433-1001,openi,c3107
326_IM-1546-2002,openi,c3108
00001195_000,chestxray14,c3109
00000135_000,chestxray14,c3110
00001218_000,chestxray14,c3111
00000418_003,chestxray14,c3112
315978977975091123083469707172625176676_vbh0uu,padchest,c3113
2855_IM-1263-1001,openi,c3114
00000743_001,chestxray14,c3115
83505642374936457757128874630571308061_69oe7v,padchest,c3116
00000941_000,chestxray14,c3117
303925217160958185415722654864634985115_5vjf1r,padchest,c3118
00000311_001,chestxray14,c3119
00001553_000,chestxray14,c3120
00000804_000,chestxray14,c3121
00001672_000,chestxray14,c3122
26695212697719744090201084106667741789_jqotfr,padchest,c3123
JPCNN082,jsrt,c3124
00000668_000,chestxray14,c3125
00000819_000,chestxray14,c3126
1780_IM-0509-1001,openi,c3127
233096837799465510719035470608923389912_ts06ww,padchest,c3128
60679728379339990533117838109689845675_wueqb0,padchest,c3129
3501_IM-1706-1001,openi,c3130
00001039_000,chestxray14,c3131
00000391_001,chestxray14,c3132
302170024532662758023151114698711568187_tyhes9,padchest,c3133
00001427_000,chestxray14,c3134
3465_IM-1683-1001,openi,c3135
00000280_000,chestxray14,c3136
00001454_000,chestxray14,c3137
00000129_000,chestxray14,c3138
1510_IM-0331-1001,openi,c3139
216840111366964012989052802852011060125444758_00-164-135,padchest,c3140
2692_IM-1164-1001,openi,c3141
00001582_013,chestxray14,c3142
00001601_005,chestxray14,c3143
222971322050658642689250603541764406699_y94z5b,padchest,c3144
1481_IM-0312-3001,openi,c3145
JPCNN042,jsrt,c3146
7454286739742871231775370525828679964_o2twut,padchest,c3147
1560_IM-0366-1001,openi,c3148
00001375_000,chestxray14,c3149
235393401064679983023828306868231095246_5ro4qy,padchest,c3150
52893037691390455430015469503773170527_l8m5hv,padchest,c3151
00001825_000,chestxray14,c3152
34_IM-1644-1001,openi,c3153
00000560_000,chestxray14,c3154
216840111366964012373310883942009167122612637_00-095-160,padchest,c3155
255305021945238682284369757239439639240_1gk2z6,padchest,c3156
00001513_000,chestxray14,c3157
1813_IM-0526-1001,openi,c3159
95817930213853921283184391791735141612_g77yw6,padchest,c3160
16938741598897707663038748237145251102_wx846t,padchest,c3161
00000869_006,chestxray14,c3162
244_IM-0978-1001,openi,c3163
1239_IM-0160-1001,openi,c3164
4773232612886082962944555367486055904_r5csvr,padchest,c3165
1418_IM-0267-2002,openi,c3166
00001834_000,chestxray14,c3167
00001187_006,chestxray14,c3168
474_IM-2101-1001,openi,c3170
3489_IM-1696-1001,openi,c3171
00000633_000,chestxray14,c3172
268205918191907829962236147945722405203_s9tdk8,padchest,c3173
1766_IM-0500-1001,openi,c3174
00000047_000,chestxray14,c3175
3814_IM-1923-1001,openi,c3176
JPCNN087,jsrt,c3177
00000581_000,chestxray14,c3178
JPCNN001,jsrt,c3179
20450229093471036935089654431118253290_fsak6z,padchest,c3180
1368_IM-0237-1001,openi,c3181
879_IM-2393-12012,openi,c3182
41407032750510417174916823374983270156_vaicm4,padchest,c3183
56_IM-2160-2002,openi,c3184
228846410258080079040469095790198369143_sjghlz,padchest,c3185
00001740_000,chestxray14,c3186
1882_IM-0571-1001,openi,c3187
00000721_001,chestxray14,c3188
1707_IM-0466-1001,openi,c3189
00000584_000,chestxray14,c3190
00001943_000,chestxray14,c3191
216840111366964013297909654432012059122015844_01-087-070,padchest,c3192
JPCNN066,jsrt,c3193
3420_IM-1656-1001,openi,c3194
00001552_000,chestxray14,c3195
00001397_006,chestxray14,c3196
223805166479327036969696654106527616531_2_t9llp8,padchest,c3197
44065671571741792895366017213206862361_e5gaju,padchest,c3198
259667403616632083616997281091101584273_oior2x,padchest,c3199
00001200_002,chestxray14,c3200
216840111366964012948363412702011018125114869_00-125-018,padchest,c3201
00000767_000,chestxray14,c3202
1753917273994229888736558394902465555_42owns,padchest,c3203
00001207_000,chestxray14,c3204
1318_IM-0205-1001,openi,c3205
00000163_001,chestxray14,c3206
00001395_014,chestxray14,c3207
2292_IM-0874-1001,openi,c3208
197127572062828437501384515648192402883_5z6xtc,padchest,c3209
66403411308374170041523239587222277856_2muuzt,padchest,c3210
60651327126626618815763289974942214204_qieh6d,padchest,c3212
2799_IM-1231-1001,openi,c3213
34397998064275854159623281752666347802_8kn4ei,padchest,c3214
41351436979107793393573573349028452506_c1kl12,padchest,c3215
2545_IM-1054-1001,openi,c3216
00000753_000,chestxray14,c3217
318781618209214770674938318314230833925_guq9e5,padchest,c3218
70107197908653175536461660700427492531_i8iwjz,padchest,c3219
00000246_018,chestxray14,c3220
2720_IM-1182-1001,openi,c3221
00001638_000,chestxray14,c3222
16_IM-0389-1001,openi,c3223
00001241_000,chestxray14,c3224
JPCNN065,jsrt,c3225
1367_IM-0237-1001,openi,c3226
00000789_000,chestxray14,c3227
00000796_003,chestxray14,c3228
2450_IM-0986-1001,openi,c3229
00000773_000,chestxray14,c3230
217200900664713063978334202028677488013_f4k4hc,padchest,c3231
236638688531332797732275334533297826817_bnxxfx,padchest,c3232
36677240180129760297647503521586796641_s4208v,padchest,c3233
785_IM-2325-1001,openi,c3234
276271271246150324317520460854753180542_yf9c57,padchest,c3235
00001721_000,chestxray14,c3236
48400599964256900486980226954872256869_zkr82q,padchest,c3237
2312_IM-0887-1001,openi,c3238
00001630_001,chestxray14,c3239
3936_IM-2007-1001,openi,c3240
287376985890688874521635967499546295299_h2ai0q,padchest,c3241
216840111366964012948363412702011014122553258_00-129-156,padchest,c3242
00000696_000,chestxray14,c3243
1091_IM-0062-1001,openi,c3244
38813210821128692729564838215498501420_nqowfl,padchest,c3245
00001161_000,chestxray14,c3246
JPCNN058,jsrt,c3248
30937137539901308896995467550672157986_0mctsx,padchest,c3249
JPCNN019,jsrt,c3250
00001180_000,chestxray14,c3251
3083_IM-1442-7001,openi,c3252
299762246267626192067644650381038096831_v4jxar,padchest,c3253
3196_IM-1507-1001,openi,c3254
328434158703126610376500633550597293564_q81m4i,padchest,c3255
280805035266716863596121969381712408878_j4hyyk,padchest,c3256
32984067162293851477953321590068608041_ajmomz,padchest,c3257
00000094_000,chestxray14,c3258
333398282063171638463676823435209922319_mysvsp,padchest,c3259
313939993772317244844389447181770633875_211abv,padchest,c3260
445_IM-2079-1001,openi,c3261
1448_IM-0289-1001,openi,c3262
00000648_000,chestxray14,c3263
70022379631396606179731894572330697679_olacxa,padchest,c3264
37094462192088434683554829321549041905_qr24yy,padchest,c3265
88703733077432529381460267678549749045_islfiu,padchest,c3266
1512_IM-0332-2002,openi,c3267
00000777_000,chestxray14,c3268
3660_IM-1820-1001,openi,c3269
00001124_000,chestxray14,c3270
1308_IM-0201-1001,openi,c3271
1931_IM-0602-1001,openi,c3272
3588_IM-1766-1001,openi,c3273
257739165491396423325464378162441129736_3d29me,padchest,c3274
2075_IM-0708-1001,openi,c3275
8737222263198028086083122664849596133_vbu9yi,padchest,c3276
214260817085057432303623958907855926368_jrl28m,padchest,c3277
3215_IM-1520-1002,openi,c3278
149_IM-0315-1001,openi,c3279
268154321348210791115098968335836104899_rzmd3e,padchest,c3280
00000153_000,chestxray14,c3281
461_IM-2090-1001,openi,c3282
3234_IM-1531-1001,openi,c3283
00000463_000,chestxray14,c3284
00001384_000,chestxray14,c3285
00000239_000,chestxray14,c3286
1252_IM-0170-1001,openi,c3287
00000352_000,chestxray14,c3288
1698_IM-0458-1001,openi,c3289
00001443_000,chestxray14,c3290
00000602_000,chestxray14,c3291
312778764617415130915951295243246198713_olsncb,padchest,c3292
00001607_000,chestxray14,c3293
56826900795348257785752386728283642218_mj8ttg,padchest,c3294
931_IM-2429-1001,openi,c3295
327254782058527656805735584875270786941_kj70l1,padchest,c3297
228848933542167875303802395732035233385_u61g7i,padchest,c3298
88609644956021975162469543277524863816_n5bry2,padchest,c3299
216840111366964012768025509942010204133633635_03-139-052,padchest,c3300
250035289652564871128283207691231904632_64mkca,padchest,c3301
75915506192459010404230161117006390687_wwwzhj,padchest,c3302
228620486862252738039929612515407978516_lmbp3g,padchest,c3303
00001422_000,chestxray14,c3304
1948_IM-0616-1001,openi,c3305
1263_IM-0179-1001,openi,c3306
66_IM-2236-1001,openi,c3307
262437653545380267291137780861807460199_j34rzp,padchest,c3308
251038876870256657151279829214958789875_1vzkdt,padchest,c3309
326825049249459543574497138571856324521_zj1h5r,padchest,c3311
212304090534823262730950635937331382151_nxflmg,padchest,c3312
274264632657332311030583859544793753621_2d46dr,padchest,c3313
00000812_000,chestxray14,c3315
216840111366964012819207061112010277123548693_03-186-053,padchest,c3316
00001706_000,chestxray14,c3317
3362_IM-1615-1001,openi,c3318
32027895733395312173695926046668761556_l2c2h5,padchest,c3319
00000566_000,chestxray14,c3320
00000040_000,chestxray14,c3321
223301607008217083842905795940629324270_7hm4wr,padchest,c3322
937_IM-2433-1001,openi,c3323
216840111366964012373310883942009134102811754_00-036-126,padchest,c3324
4378551502088567463362725870936911970_tcb27t,padchest,c3325
00001634_002,chestxray14,c3326
3693_IM-1844-1001,openi,c3327
215281508658841884227907464333605982613_m6bx7w,padchest,c3328
1828_IM-0536-1001,openi,c3329
2533_IM-1047-1001,openi,c3330
00001213_000,chestxray14,c3331
2856_IM-1263-1001,openi,c3332
00000243_000,chestxray14,c3333
00001473_005,chestxray14,c3334
1940_IM-0610-2002,openi,c3335
891_IM-2403-1001,openi,c3336
2632_IM-1119-1001,openi,c3337
366_IM-1820-1001,openi,c3338
717_IM-2279-1001,openi,c3339
299426068518089821487491705869714089579_13yn8v,padchest,c3340
61859772514193899922264846172458507136_tptckl,padchest,c3341
332894694732423370516567850137003809497_75yt50,padchest,c3342
00000412_000,chestxray14,c3343
00000406_001,chestxray14,c3344
295060270617858212538753812452175427752_9sz58i,padchest,c3345
289958523917991545563089513943903500052_geaves,padchest,c3346
00000905_000,chestxray14,c3347
JPCNN031,jsrt,c3348
562_IM-2163-1001,openi,c3349
247641082249658568045346332835534508608_01t29i,padchest,c3350
2683_IM-1156-1001,openi,c3351
00001329_000,chestxray14,c3352
2032_IM-0677-1001,openi,c3353
00000717_000,chestxray14,c3354
00000754_000,chestxray14,c3355
82313693844608152672298484990295689031_fk9tg4,padchest,c3356
00000653_000,chestxray14,c3357
857_IM-2378-1001,openi,c3358
739_IM-2296-1001,openi,c3359
158_IM-0377-1001,openi,c3361
JPCNN071,jsrt,c3362
93459654036625756630270507969630567007_jl5rel,padchest,c3363
216840111366964012558082906712010069124728942_03-162-118,padchest,c3364
258687795442789753365532315951431412765_vd93xh,padchest,c3365
216840111366964012922382741642010356141538418_03-195-115,padchest,c3366
00000196_000,chestxray14,c3367
3836_IM-1939-1001,openi,c3368
324182471936048421999381067336860560963_i5bgtj,padchest,c3369
216840111366964013200840352202011311141856082_01-032-144,padchest,c3370
209046467925082585123438173056951670828_2yf7kb,padchest,c3371
00001367_004,chestxray14,c3372
00001509_000,chestxray14,c3373
275_IM-1200-1001,openi,c3374
00001732_000,chestxray14,c3375
00001670_000,chestxray14,c3376
1880768013294533391624962142008747051_5l0o7r,padchest,c3377
197207106572512307640092717801798921392_lcmzyt,padchest,c3379
